,SEX,SEX_MAP,EMOT,Field1,SIT,model_completion
953,1,male,1.0,joy,I passed an exam which I was not sure at all to pass.  I rejoyced at the result because the possibility of continuing my studies depended on it.,Relief
954,1,male,2.0,fear,"In the traffic with a car, I nearly got crushed between a bus and a tram.  The attention of other drivers saved me at the last moment.",Fear
955,1,male,3.0,anger,"I was disappointed and angry at the bad quality of a documentay program on TV.  In my opinion, the topic was important and the program should have been made with seriousness and consideration.",Frustration
956,1,male,4.0,sadness,My father had a heart attack when I was not at home (I was still living with them).  He recovered relatively well although he had to retire (which implied relief from the stress of a small scale enterprise).,Relieved
957,1,male,5.0,disgust,"At my grandmother's detestable and selfish conduct towards my elder sister, although her behavior was due to senility and lack of understanding.",Frustration
958,1,male,6.0,shame,"I arrived late at a seminar concerning my major subject at university, although I had been appointed to formally oppose the paper which was being presented.",Anxiety
959,1,male,7.0,guilt,"I had asked the Salvation Army to take away a piece of furniture of mine, but I forgot to cancel the agreement (a friend of mine took it) and I thereby caused the Salvation Army people some unnecessary work.",Embarrassment
960,2,female,1.0,joy,"On the cliff by the sea, the silence and the sudden voice of a bird.(swans of the bay)",Tranquility
961,2,female,2.0,fear,A dark night when I had to go to the outdoor lavatory.,Fear
962,2,female,3.0,anger,When I realized that I was far behind the others in the language course and I could no longer catch up with the others.,Frustration
963,2,female,4.0,sadness,"The long lasting illness of my grand-mother, and the changes in family relationships caused by it.",Sadness
964,2,female,5.0,disgust,"Spoilt, smashed and molded potatoes in the fridge, and having to clean up the dish later.",Frustration
965,2,female,6.0,shame,"A truth expressed unthinkingly at a coffee party.  I realized later that I had been inconsiderate, at a wrong moment and the wrong place.",Regret
966,2,female,7.0,guilt,"I did not go to the exercises, without any adequate reason.",Guilt
967,2,female,1.0,joy,"When I got home from my job, I found a letter from the university telling me that I had been admitted to begin my studies.",Excitement
968,2,female,2.0,fear,"While watching TV (a war movie), I felt a strong fear of death, threat and fear of loosing people close to me.",Fear
969,2,female,3.0,anger,I was angry with a friend of mine who behaved in an affected manner.,Anger
970,2,female,4.0,sadness,I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.,Empathy
971,2,female,5.0,disgust,My parents inherited an appartment and this made them behave in a peculiar manner.,Confusion
972,2,female,6.0,shame,When my friend let my personal matters be publicaly known.,Betrayed
973,2,female,7.0,guilt,"When I think about my family (parents, brothers, sisters) guilt is a part of my feelings.",Sadness
974,1,male,1.0,joy,I unexpectedly met a girl with whom I have always got along well. ( I had not seen her for several months.),Joy
975,1,male,2.0,fear,When my father was very drunk and raging at home.,Fear
976,1,male,3.0,anger,"When I did not find the rack used for beating up rugs, in the yard.",Frustration
977,1,male,4.0,sadness,When one of my cat died of a disease.,Sadness
978,1,male,5.0,disgust,I felt disgusted at the environment while getting back to my student lodging. I did not see anything in the suburb which had been planned by taking people's comfort into account.,Disgust
979,1,male,6.0,shame,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself.,Guilt
980,1,male,7.0,guilt,I got 100 FIM too much when I changed money at the bank.  They soon called me at my job and the situation was embarrasing for me.,Embarrassment
981,1,male,2.0,fear,"In Sweden, a friend and I lived in an appartment owned by a Finn.  One day, this man came back to the appartment heavily drunk (hashish and alcohol).  He was quite dizzy and he broke down, and I could not foretell his reactions.  However, nothing happened.",Anxiety
982,1,male,3.0,anger,"I had an appointment downtown, and the person in question was half an hour late.",Frustration
983,1,male,4.0,sadness,The death of my grandmother.,Sadness
984,1,male,5.0,disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer.",Resentment
985,1,male,6.0,shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train.  I had drunk so much that when I got home I fell asleep in the entrance hall.  I have never drunk that much, neither before nor after that incident.  I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed.",Embarrassment
986,1,male,7.0,guilt,"While at primary school, I did not let a friend ring a bell although he would have liked to do it.  Afterwards I felt bad.",Guilt
987,2,female,1.0,joy,I got a fairly large amount of my taxes back.,Relieved
988,2,female,2.0,fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree.  I got frigthened, turned around and ran out of the forest.",Fear
989,2,female,3.0,anger,"I was coming home in a taxi with a fellow worker of mine.  He was criticizing my earlier conduct towards him, which to my mind was unfounded.  When I reached home, I ran out of the taxi and slammed the door.",Frustrated
990,2,female,4.0,sadness,I had had a farewell party at the place where I had been working for a year.  That night I could not fall off to sleep.  I was sad thinking that I would not see my nice fellow workers again.,Sadness
991,2,female,5.0,disgust,"I was travelling in a local train when a drunkard, smelling terribly, entered the same carriage and started eating fish that was stinking.",Disgust
992,2,female,6.0,shame,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language.  I was ashamed of myself when I met him the next day.",Embarrassment
993,2,female,7.0,guilt,"I was working as a secretary.  My boss was to go to give a lecture, and wanted me to give him the exact address of the place.",Responsibility
994,2,female,1.0,joy,"A sunny Autumn day, after a long rainy period.",Relief
995,2,female,2.0,fear,"Years ago, on my way to school by the forest path I came across an exhibitionist.",Fear
996,2,female,3.0,anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me.",Hurt
997,2,female,4.0,sadness,[ A person close to me told me that his positive regard depended on my conduct.],Hurt
998,2,female,5.0,disgust,When an untidy and heavyly drunk person made endeavours to approach me.,Uncomfortable
999,2,female,6.0,shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom.",Embarrassment
1000,2,female,7.0,guilt,I lost my self-control and raised my voice at a child.,Regret
1001,2,female,1.0,joy,I got to know that I had been accepted at university.,Excitement
1002,2,female,2.0,fear,I had been watching a TV-program on paranormal phenomena.  At night I could not fall off to sleep as I feared that humanoids were on the move.,Fear
1003,2,female,3.0,anger,"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me.",Humiliated
1004,2,female,4.0,sadness,My father suddenly fell ill and died.,Grief
1005,2,female,5.0,disgust,When a friend of mine got drunk and started to blame and scorn my other friends and me.,Hurt
1006,2,female,6.0,shame,When I forgot a promise made to a friend of mine.,Guilt
1007,2,female,7.0,guilt,It was my turn to cook dinner.  I forgot a dish (the favourite of the family) in the oven and it got burnt and was uneatable.,Embarrassment
1008,2,female,1.0,joy,My joy was the joy of meeting again.  My husband came home after having been away for weeks (for work).  I was on the railway station to meet him.,Happiness
1009,2,female,2.0,fear,I was alone at home and I could hear odd noises coming from above our bedroom.  I knew that nobody lived there since it was an office.  I got frightened (later I was given a natural explanation).,Fear
1010,2,female,3.0,anger,A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me.  I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband.  I got to know about it later the same day.,Disrespected
1011,2,female,4.0,sadness,"The death of my father, even though we had not been very close to each other.",Sadness
1012,2,female,5.0,disgust,The male friend of my mother (a widow) moved in to live with us.  I did not like the man.,Discomfort
1013,2,female,6.0,shame,"At school I was talking to a classmate about mathematics.  I had grown weary of it and said : I would like to throw the book on the arse of Kuikka.  My classmate said : Now, he is sitting there and waiting for the book (Kuikka was one of the most quiet boys of the class).  I was ashamed of myself.",Embarrassment
1014,2,female,7.0,guilt,"The death of my father made me feel quite guilty, because my attitude towards him had been cold and indifferent.",Regret
1015,2,female,1.0,joy,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time.",Nostalgic
1016,2,female,2.0,fear,"My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.",Worry
1017,2,female,3.0,anger,"I am a school teacher.  One of the classes does not obey me at all, keeps on talking, does no work.  One afternoon, everything went wrong, and I got exceedingly angry.",Frustration
1018,2,female,4.0,sadness,"A young, close relative of mine died, leaving behind a baby a few months old.",Grief
1019,2,female,5.0,disgust,"A series about Freud was shown on TV.  In it, a tampon had been set in the nose of a woman, and forgotten there.  After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth.",Disgust
